,Min,Max,Value,Test Name,Comment,ID,density,polymer
15440,NA,NA,0.922,ASTM D1505,NA,18888,0.922,LDPE
15441,NA,NA,1.25,NA,NA,18889,1.25,Silicone
15442,NA,NA,1.15,NA,NA,18891,1.15,PP
15443,NA,NA,0.96,NA,NA,18892,0.96,Epoxy
15444,NA,NA,0.91,NA,NA,18893,0.91,PP
15445,NA,NA,1.45,ASTM D792,NA,18895,1.45,Polybutylene Terephthalate
15446,NA,NA,0.98,NA,NA,18896,0.98,Silicone
15447,2.05,2.15,NA,ASTM D792,NA,18897,2.1,PTFE
15448,NA,NA,1.34,ASTM D792,NA,18898,1.34,PC
15449,NA,NA,0.03,NA,NA,18899,0.03,Aramid
15450,NA,NA,0.03,NA,NA,18899,0.03,Thermoset Polyimide
15451,NA,NA,2.34,NA,NA,18902,2.34,Silicone
15452,1.37,1.41,NA,ASTM D-792,NA,18903,1.39,Vinyl (PVC)
15453,NA,NA,0.953,ASTM D4883,NA,18904,0.953,HDPE
15454,NA,NA,1.22,ASTM D792,NA,18905,1.22,PP
15455,NA,NA,1.22,ASTM D792,NA,18906,1.22,PP
15456,NA,NA,1.29,ASTM D792,NA,18907,1.29,PC
15457,NA,NA,1.15,ISO R 1183,NA,18908,1.15,Nylon 6
15458,NA,NA,0.35,NA,NA,18910,0.35,Silicone
15459,NA,NA,1.06,ASTM D792,NA,18911,1.06,ABS
15460,NA,NA,1.04,ISO 1183,NA,18913,1.04,Polystyrene
15461,NA,NA,0.9,ASTM D-1505,NA,18914,0.9,PP
15462,NA,NA,1.02,NA,NA,18916,1.02,Epoxy
15463,NA,NA,1.15,ASTM D792,NA,18917,1.15,PP
15464,NA,NA,1.15,ASTM D792,NA,18917,1.15,Thermoplastic Elastomers
15465,NA,NA,0.91,NA,NA,18918,0.91,PP
15466,NA,NA,1.06,NA,NA,18919,1.06,ABS
15467,NA,NA,0.953,ASTM D792,NA,18920,0.953,HDPE
15468,NA,NA,1.24,ASTM D792,NA,18923,1.24,Vinyl (PVC)
15469,NA,NA,1.19,NA,NA,18924,1.19,Thermoplastic Polyurethane
15470,NA,NA,0.928,ASTM D1505,NA,18927,0.928,Ethylene Vinyl Acetate
15471,NA,NA,1.02,ISO 1183,NA,18928,1.02,Nylon 12
15472,NA,NA,0.95,ISO 2781,NA,18929,0.95,Thermoplastic Elastomers
15473,NA,NA,1.38,ISO 1183,NA,18930,1.38,Nylon 66
15474,NA,NA,1.27,ASTM D792,NA,18931,1.27,Thermoplastic Elastomers
15475,NA,NA,1.18,NA,NA,18932,1.18,PMMA
15476,NA,NA,1.12,ISO 1183,NA,18936,1.12,Nylon 6-66
15477,NA,NA,0.916,ASTM D1505,NA,18937,0.916,LDPE
15478,NA,NA,0.958,ASTM D1505,NA,18938,0.958,HDPE
15479,NA,NA,1,ASTM D297,NA,18939,1,Rubber or Thermoset Elastomer
15480,NA,NA,1.34,ISO 1183,NA,18940,1.34,Nylon 6
15481,NA,NA,1.34,ASTM D792,NA,18941,1.34,Polyethylene Terephthalate
15482,1.18,1.22,NA,ISO 1183,NA,18942,1.2,Thermoplastic Polyurethane
15483,1.18,1.22,NA,ISO 1183,NA,18942,1.2,Thermoplastic Elastomers
15484,NA,NA,0.929,ASTM D792,NA,18943,0.929,LLDPE
15485,NA,NA,0.905,ASTM D792,NA,18944,0.905,PP
15486,NA,NA,1.24,ASTM D792,NA,18945,1.24,ABS
15487,NA,NA,0.89,ISO 1183,NA,18947,0.89,Thermoplastic Elastomers
15488,NA,NA,1.04,NA,NA,18948,1.04,Polystyrene
15489,NA,NA,1.05,ASTM-D792,NA,18950,1.05,ABS
15490,NA,NA,1.15,ISO 1183-87,NA,18951,1.15,Nylon 66
15491,NA,NA,1.41,ASTM D792,NA,18952,1.41,Vinyl (PVC)
15492,NA,NA,1.33,ISO 1183,NA,18953,1.33,Nylon 6
15493,NA,NA,1.14,ISO 1183,NA,18954,1.14,Nylon 6
15494,NA,NA,1.19,ISO 2781,NA,18955,1.19,Thermoplastic Polyurethane
15495,NA,NA,1.33,ISO 1183,NA,18956,1.33,Nylon 6
15496,NA,NA,1.62,NA,NA,18957,1.62,Polybutylene Terephthalate
15497,NA,NA,1.05,ISO 1183,NA,18961,1.05,ABS
15498,NA,NA,0.9235,ASTM D1505,NA,18962,0.9235,LLDPE
15499,NA,NA,0.918,ASTM D1505,NA,18964,0.918,LLDPE
15500,NA,NA,0.902,NA,NA,18965,0.902,Thermoplastic Elastomers
15501,NA,NA,1.05,"ASTM D1505, ISO 1183",NA,18966,1.05,PP
15502,NA,NA,1.01,NA,NA,18968,1.01,PP
15503,NA,NA,0.921,ISO 1183,NA,18969,0.921,LLDPE
15504,1.41,1.45,NA,ASTM D-792,NA,18970,1.43,Vinyl (PVC)
15505,NA,NA,1.48,ASTM D792,NA,18971,1.48,PP
15506,NA,NA,1.55,ISO 1183,NA,18972,1.55,Acetal
15507,NA,NA,1.04,ASTM D792,NA,18975,1.04,ABS
15508,NA,NA,0.926,ISO 1183,NA,18976,0.926,LLDPE
15509,NA,NA,1.53,STM 2,NA,18977,1.53,Epoxy
15510,NA,NA,1.55,NA,NA,18978,1.55,Polyetherimide 
15511,NA,NA,1.6,ASTM D792,NA,18979,1.6,Polybutylene Terephthalate
15512,NA,NA,1.25,NA,NA,18980,1.25,PC
15513,NA,NA,1.56,ISO 1183,Dry,18981,1.56,Nylon 6
15514,NA,NA,1.2,ISO 1183/B,NA,18982,1.2,PC
15515,NA,NA,0.92,ASTM D792,NA,18983,0.92,PP
15516,NA,NA,0.9,ASTM D792,NA,18985,0.9,PP
15517,NA,NA,1.52,ISO 1183,NA,18986,1.52,Nylon 6
15518,NA,NA,0.96,ISO 1183,NA,18987,0.96,HDPE
15519,NA,NA,1.39,ASTM D792,NA,18988,1.39,Vinyl (PVC)
15520,0.599,0.798,NA,ASTM D792,Cellular,18989,0.6985,Vinyl (PVC)
15521,NA,NA,1.56,ISO 1183,NA,18990,1.56,Nylon 6
15522,NA,NA,1.18,ASTM D792,NA,18992,1.18,ABS
15523,NA,NA,1.18,ASTM D792,NA,18992,1.18,PC
15524,NA,NA,1.29,ASTM D792,NA,18993,1.29,Nylon 66
15525,NA,NA,1.04,ASTM D792,NA,18994,1.04,PP
15526,NA,NA,1.37,DIN 53479,NA,18995,1.37,Nylon 66
15527,NA,NA,1.37,ISO 1183,NA,18996,1.37,Nylon 66
15528,NA,NA,1.22,ASTM D792,NA,18997,1.22,ABS
15529,NA,NA,1.07,ISO 1183,NA,18998,1.07,Acrylonitrile-Styrene-Acrylate 
15530,NA,NA,1.17,ISO 1183,NA,18999,1.17,PP
15531,NA,NA,1.17,ISO 1183,NA,18999,1.17,Thermoplastic Elastomers
15532,NA,NA,0.91,NA,NA,19000,0.91,PP
15533,NA,NA,1.37,ASTM D792,NA,19001,1.37,Nylon 66
15534,NA,NA,1.02,ASTM D792,NA,19002,1.02,Styrene-Butadiene Thermoplastics
15535,NA,NA,1.21,NA,NA,19003,1.21,Thermoplastic Elastomers
15536,NA,NA,2.25,ASTM D792,NA,19004,2.25,PTFE
15537,NA,NA,0.9,ASTM D792,NA,19005,0.9,PP
15538,NA,NA,1.06,ASTM D792,NA,19006,1.06,Thermoplastic Elastomers
15539,NA,NA,1.2,ASTM D792,NA,19008,1.2,PC
15540,NA,NA,0.958,ASTM D792,NA,19010,0.958,HDPE
15541,NA,NA,2.6,ISO 1183,NA,19011,2.6,ABS
15542,NA,NA,1.56,ASTM D792,NA,19012,1.56,Polybutylene Terephthalate
15543,NA,NA,1.2,ISO 1183,NA,19014,1.2,PC
15544,NA,NA,1.26,NA,NA,19015,1.26,Polyphthalamide (PPA)
15545,NA,NA,2.1,NA,NA,19016,2.1,Rubber or Thermoset Elastomer
15546,NA,NA,2.1,NA,NA,19016,2.1,Silicone
15547,NA,NA,1.26,ASTM D792,NA,19017,1.26,Vinyl (PVC)
15548,NA,NA,1.5,ASTM D 792,NA,19018,1.5,Nylon 66
15549,NA,NA,1.19,ASTM D792,NA,19021,1.19,Cellulosic
15550,NA,NA,1.39,ISO 1183,NA,19022,1.39,Nylon 66
15551,NA,NA,2.01,NA,NA,19023,2.01,Silicone
15552,NA,NA,0.89,ASTM D792,NA,19024,0.89,Thermoplastic Elastomers
15553,1.39,1.43,NA,ISO R 1183,NA,19027,1.41,Vinyl (PVC)
15554,NA,NA,1.46,ISO 1183,NA,19028,1.46,Polybutylene Terephthalate
15555,NA,NA,1.29,ASTM D792,NA,19029,1.29,PC
15556,NA,NA,2,ISO 1183,NA,19031,2,Nylon 6
15557,NA,NA,1.13,DIN 53479,NA,19032,1.13,Thermoplastic Elastomers
15558,1.13,1.17,NA,ISO 1183,NA,19034,1.15,Thermoplastic Polyurethane
15559,1.13,1.17,NA,ISO 1183,NA,19034,1.15,Thermoplastic Elastomers
15560,NA,NA,1.27,ASTM D792,NA,19035,1.27,Thermoplastic Polyurethane
15561,NA,NA,1.27,ASTM D792,NA,19035,1.27,Thermoplastic Elastomers
15562,NA,NA,1.14,NA,dry,19036,1.14,Nylon 66
15563,NA,NA,1.38,ASTM D 792,NA,19037,1.38,Nylon 612
15564,NA,NA,1.04,NA,NA,19038,1.04,PP
15565,NA,NA,1.62,ISO 1183,NA,19040,1.62,Liquid Crystal Polymer
15566,NA,NA,1.33,ASTM D792,NA,19041,1.33,Nylon 612
15567,NA,NA,1.33,ASTM D792,NA,19041,1.33,Nylon 66
15568,NA,NA,1.13,DIN 53479,NA,19042,1.13,Thermoplastic Elastomers
15569,NA,NA,2.04,NA,NA,19043,2.04,Thermoset Polyester
15570,1.41,1.45,NA,ISO R 1184,NA,19044,1.43,Vinyl (PVC)
15571,NA,NA,1.34,NA,NA,19045,1.34,Silicone
15572,NA,NA,0.91,ASTM D792,NA,19046,0.91,PP
15573,NA,NA,0.92,ASTM D792,NA,19048,0.92,Thermoplastic Elastomers
15574,NA,NA,1.41,ISO 1183-1,NA,19049,1.41,Acetal
15575,NA,NA,1.05,NA,DIN 53479,19050,1.05,Polystyrene
15576,NA,NA,1.56,ASTM D792,NA,19051,1.56,Polyetheretherketone
15577,NA,NA,1.27,ASTM D792,NA,19053,1.27,Nylon 66
15578,NA,NA,1.19,ASTM D792,NA,19055,1.19,ABS
15579,NA,NA,0.94,ASTM D1505,NA,19056,0.94,Ethylene Vinyl Acetate
15580,1.69,1.89,NA,NA,Molded,19057,1.79,Thermoset Polyester
15581,NA,NA,0.98,NA,NA,19058,0.98,Thermoplastic Elastomers
15582,NA,NA,1.01,ISO 1183,NA,19059,1.01,Nylon 12
15583,1.4,1.44,NA,ISO R 1184,NA,19060,1.42,Vinyl (PVC)
15584,NA,NA,1.1,ISO data,NA,19061,1.1,Nylon 6
15585,NA,NA,1.461,ASTM D792,NA,19063,1.461,Polyphenylene Sulfide (PPS)
15586,NA,NA,0.901,ASTM D792,NA,19064,0.901,Thermoplastic Elastomers
15587,NA,NA,0.905,ISO 1183,NA,19068,0.905,PP
15588,NA,NA,1.08,NA,NA,19069,1.08,Silicone
15589,NA,NA,1.25,ASTM D792,NA,19071,1.25,Nylon 6
15590,NA,NA,1.4,ISO 1183,NA,19072,1.4,Acetal
15591,NA,NA,1.7,ISO 1183,NA,19073,1.7,Polyethylene Terephthalate
15592,NA,NA,1.09,NA,NA,19074,1.09,Silicone
15593,1.38,1.42,NA,PEPL-10-W-21,NA,19075,1.4,Polyethylene Terephthalate
15594,NA,NA,0.91,NA,NA,19076,0.91,PP
15595,NA,NA,1.4,ASTM D 792,NA,19077,1.4,Polyetheretherketone
15596,NA,NA,1.38,ASTM D792,NA,19078,1.38,Nylon 6
15597,NA,NA,0.953,NA,NA,19080,0.953,Ethylene Vinyl Acetate
15598,NA,NA,1.51,ASTM D792,NA,19081,1.51,Acetal
15599,NA,NA,1.2,NA,NA,19083,1.2,Epoxy
15600,NA,NA,0.74,NA,NA,19084,0.74,Silicone
15601,NA,NA,1.34,NA,NA,19085,1.34,Silicone
15602,0.923,0.926,NA,ASTM D1505,NA,19088,0.9245,LDPE
15603,NA,NA,1,ISO 1183/1,NA,19089,1,Ionomer
15604,NA,NA,1.41,ASTM D792,NA,19090,1.41,Acetal
15605,NA,NA,1.04,ASTM D792,NA,19091,1.04,Polystyrene
15606,NA,NA,1.15,ASTM D792,NA,19093,1.15,Thermoplastic Elastomers
15607,NA,NA,1.65,ISO 1183/A,NA,19094,1.65,Nylon 6
15608,NA,NA,1.25,ASTM D792,NA,19095,1.25,PP
15609,NA,NA,1.39,ASTM D 792,NA,19097,1.39,Polybutylene Terephthalate
15610,NA,NA,1.32,ASTM D792,NA,19098,1.32,Polyetheretherketone
15611,NA,NA,1.27,ASTM D471,NA,19100,1.27,Thermoplastic Elastomers
15612,NA,NA,1.58,ASTM D792,NA,19101,1.58,Polybutylene Terephthalate
15613,NA,NA,0.96,ASTM-D792,NA,19102,0.96,HDPE
15614,NA,NA,1.41,ASTM D792,NA,19103,1.41,Nylon 6
15615,NA,NA,1.38,ASTM D792,NA,19104,1.38,Nylon 66
15616,NA,NA,1.21,ASTM D792,NA,19105,1.21,Vinyl (PVC)
15617,NA,NA,0.92,ASTM D792,NA,19106,0.92,LDPE
15618,NA,NA,1.48,ASTM-D792,NA,19107,1.48,Nylon 6
15619,NA,NA,0.94,ASTM D792,NA,19112,0.94,Thermoplastic Elastomers
15620,NA,NA,1.41,ISO 1183,NA,19113,1.41,Acetal
15621,NA,NA,0.959,ASTM-D792,NA,19114,0.959,HDPE
15622,NA,NA,1.36,DIN 53479,NA,19116,1.36,Nylon 6
15623,NA,NA,1.32,ASTM D 792,NA,19117,1.32,ABS
15624,NA,NA,1.13,NA,Dry,19118,1.13,Nylon 6
15625,NA,NA,1,NA,NA,19119,1,Silicone
15626,NA,NA,1,NA,NA,19120,1,Rubber or Thermoset Elastomer
15627,1.15,1.35,NA,NA,NA,19120,1.25,Rubber or Thermoset Elastomer
15628,NA,NA,1.19,ISO 1183,NA,19121,1.19,ABS
15629,NA,NA,1.19,ISO 1183,NA,19121,1.19,PC
15630,NA,NA,1.43,NA,Dry,19122,1.43,Nylon 6
15631,NA,NA,1.66,ASTM D 792,NA,19123,1.66,Nylon 66
15632,NA,NA,1.13,NA,NA,19125,1.13,ABS
15633,NA,NA,1.13,NA,NA,19125,1.13,PC
15634,NA,NA,1.13,ISO data,NA,19126,1.13,Nylon 6
15635,NA,NA,1.03,ISO 1183,NA,19127,1.03,ABS
15636,NA,NA,1.53,ASTM D792,NA,19128,1.53,Polybutylene Terephthalate
15637,NA,NA,1.1,ISO 2781,NA,19129,1.1,Thermoplastic Polyurethane
15638,NA,NA,0.964,ASTM D1505,NA,19132,0.964,HDPE
15639,NA,NA,1.14,ASTM D792,NA,19133,1.14,PP
15640,NA,NA,1.45,ASTM D 792,NA,19134,1.45,Polyphenylene Sulfide (PPS)
15641,NA,NA,1.2,NA,NA,19136,1.2,Silicone
15642,NA,NA,1.13,ASTM D1505,NA,19137,1.13,Nylon 6
15643,NA,NA,1.71,NA,NA,19138,1.71,Nylon 6
15644,NA,NA,1.17,ISO 1183,NA,19139,1.17,Vinyl (PVC)
15645,NA,NA,1.18,ASTM D792,NA,19140,1.18,Thermoplastic Elastomers
15646,1.34,1.38,NA,ASTM D-792,NA,19141,1.36,Vinyl (PVC)
15647,NA,NA,1.2,ISO 1183/A; ASTM D792,NA,19142,1.2,PC
15648,NA,NA,1.18,ISO 1183,NA,19143,1.18,ABS
15649,NA,NA,1.18,ISO 1183,NA,19143,1.18,PC
15650,NA,NA,0.895,NA,NA,19144,0.895,PP
15651,NA,NA,1.35,NA,NA,19145,1.35,Silicone
15652,1.42,1.46,NA,ISO R 1183,NA,19146,1.44,Vinyl (PVC)
15653,NA,NA,1.3,ISO 1183,NA,19147,1.3,Nylon 66
15654,NA,NA,1.1,ASTM D792,NA,19149,1.1,ABS
15655,0.947,0.953,NA,ASTM D792-98,NA,19150,0.95,HDPE
15656,NA,NA,1.2,ASTM D792,NA,19151,1.2,PC
15657,NA,NA,1.5,ASTM D792,NA,19152,1.5,Nylon 66
15658,NA,NA,1.13,ASTM D792,NA,19153,1.13,Nylon 6
15659,NA,NA,1.29,ASTM D792,NA,19154,1.29,Nylon 6
15660,NA,NA,1.49,ASTM D792,NA,19155,1.49,Nylon 66
15661,NA,NA,1.24,ASTM D792,NA,19156,1.24,PP
15662,NA,NA,1.04,ASTM D792,NA,19157,1.04,Polystyrene
15663,NA,NA,1.12,JIS-Z-8807,NA,19158,1.12,Thermoplastic Elastomers
15664,NA,NA,1.05,ASTM D792,NA,19160,1.05,Polystyrene
15665,NA,NA,0.899,ASTM D-1505,NA,19162,0.899,PP
15666,NA,NA,1.11,ASTM D 792,NA,19163,1.11,Thermoplastic Elastomers
15667,NA,NA,0.87,ASTM D792,NA,19164,0.87,Thermoplastic Elastomers
15668,NA,NA,1.85,NA,NA,19166,1.85,Polyethersulfone
15669,NA,NA,1.34,ASTM D792,NA,19167,1.34,PC
15670,NA,NA,1.4,ASTM D792,NA,19169,1.4,Vinyl (PVC)
15671,NA,NA,0.97,ASTM D792-91,NA,19171,0.97,PP
15672,NA,NA,1.16,ISO 1183,NA,19172,1.16,PMMA
15673,NA,NA,1.43,NA,NA,19173,1.43,Polyetheretherketone
15674,1.29,1.33,NA,ASTM D-792,NA,19174,1.31,Vinyl (PVC)
15675,NA,NA,1.04,ASTM D792,NA,19177,1.04,Polystyrene
15676,NA,NA,1.37,ASTM D 792,NA,19178,1.37,Polyetherimide 
15677,NA,NA,0.941,ASTM D1505,NA,19179,0.941,Ethylene Methyl Acrylate
15678,NA,NA,1.45,ASTM D792,NA,19180,1.45,Polyphthalamide (PPA)
15679,NA,NA,1.14,ASTM D792,NA,19181,1.14,ABS
15680,NA,NA,1.14,ASTM D792,NA,19181,1.14,PC
15681,NA,NA,1.12,NA,NA,19182,1.12,Rubber or Thermoset Elastomer
15682,NA,NA,1.12,NA,NA,19182,1.12,Silicone
15683,NA,NA,1.46,ASTM D792,NA,19183,1.46,Phenolic
15684,2.2,2.3,NA,ASTM D792,molded,19184,2.25,PTFE
15685,NA,NA,1.66,ISO 1183,NA,19185,1.66,Polyphenylene Sulfide (PPS)
15686,NA,NA,1.43,ASTM D792,NA,19186,1.43,Vinyl (PVC)
15687,NA,NA,1.5,NA,Cured,19188,1.5,Epoxy
15688,NA,NA,1.2,ASTM D792,NA,19190,1.2,Nylon 66
15689,NA,NA,1.41,ASTM D792,NA,19191,1.41,Acetal
15690,NA,NA,1.05,ASTM D792,NA,19192,1.05,ABS
15691,NA,NA,1.14,ASTM D792,NA,19194,1.14,Nylon 66
15692,NA,NA,1.3,NA,NA,19197,1.3,Rubber or Thermoset Elastomer
15693,NA,NA,1.5,ASTM D792,NA,19200,1.5,Nylon 66
15694,NA,NA,0.93,ASTM D792,NA,19203,0.93,Ethylene Methyl Acrylate
15695,NA,NA,1.55,ISO 1183/A,NA,19204,1.55,Nylon 6
15696,NA,NA,1.32,NA,NA,19206,1.32,Silicone
15697,NA,NA,1.57,ASTM D792,NA,19207,1.57,Nylon 66
15698,1.33,1.37,NA,ASTM D-792,NA,19208,1.35,Vinyl (PVC)
15699,NA,NA,1.16,ASTM D792,NA,19209,1.16,Nylon 6
15700,0.93,0.94,NA,NA,NA,19211,0.935,HDPE
15701,NA,NA,1.14,ASTM D792,NA,19213,1.14,Rubber or Thermoset Elastomer
15702,NA,NA,1.14,ASTM D792,NA,19213,1.14,Silicone
15703,NA,NA,0.9,ASTM D792,NA,19214,0.9,Thermoplastic Elastomers
15704,NA,NA,1.03,ASTM D792,NA,19215,1.03,Thermoplastic Elastomers
15705,NA,NA,1.55,ISO 1183,NA,19216,1.55,Nylon 6
15706,NA,NA,1.33,ASTM D792,NA,19217,1.33,PP
15707,NA,NA,1.37,ISO 1183,NA,19221,1.37,Polybutylene Terephthalate
15708,NA,NA,1.06,NA,NA,19222,1.06,Epoxy
15709,NA,NA,1.41,ISO 1183,NA,19223,1.41,Acetal
15710,NA,NA,1.28,ASTM D 792,NA,19225,1.28,Thermoplastic Polyurethane
15711,NA,NA,1.28,ASTM D 792,NA,19225,1.28,Thermoplastic Elastomers
15712,NA,NA,1.2,ISO 1183/A,NA,19226,1.2,Nylon 66
15713,NA,NA,1.38,ASTM D792,NA,19227,1.38,Vinyl (PVC)
15714,NA,NA,1.14,NA,NA,19228,1.14,Thermoplastic Polyurethane
15715,NA,NA,1.14,NA,NA,19228,1.14,Thermoplastic Elastomers
15716,NA,NA,1.38,ASTM D792,NA,19229,1.38,Polybutylene Terephthalate
15717,NA,NA,0.96,ASTM D792,NA,19230,0.96,PP
15718,NA,NA,1.41,ASTM D792,NA,19231,1.41,Phenolic
15719,0.013,0.03,NA,NA,NA,19234,0.0215,Polystyrene
15720,NA,NA,0.921,ASTM-D1505,NA,19236,0.921,LDPE
15721,NA,NA,1.49,ASTM D792,NA,19237,1.49,Acetal
15722,NA,NA,0.93,ASTM D792,NA,19238,0.93,Thermoplastic Elastomers
15723,NA,NA,1.23,ASTM D792,NA,19239,1.23,Polyethylene Terephthalate
15724,NA,NA,1.23,ASTM D792,NA,19239,1.23,PC
15725,NA,NA,0.89,ASTM D792,NA,19240,0.89,Thermoplastic Elastomers
15726,NA,NA,0.94,ISO 2781,NA,19241,0.94,Styrene-Butadiene Thermoplastics
15727,NA,NA,1.55,ISO 1183,NA,19242,1.55,Polyphenylene Sulfide (PPS)
15728,NA,NA,1.38,ASTM D792,NA,19243,1.38,Nylon 66
15729,NA,NA,1.15,NA,NA,19244,1.15,PC
15730,NA,NA,1.3,ASTM D792,NA,19245,1.3,Vinyl (PVC)
15731,NA,NA,0.919,ASTM D1505,NA,19246,0.919,LLDPE
15732,NA,NA,1.41,ISO data,NA,19247,1.41,Nylon 6
15733,NA,NA,1.18,ASTM D792,NA,19248,1.18,Rubber or Thermoset Elastomer
15734,NA,NA,1.18,ASTM D792,NA,19248,1.18,Silicone
15735,NA,NA,1.9,ASTM D297,NA,19249,1.9,Thermoset Fluoropolymer
15736,NA,NA,1.9,ASTM D297,NA,19249,1.9,Rubber or Thermoset Elastomer
15737,NA,NA,1.55,ASTM D 792,NA,19250,1.55,Acetal
15738,NA,NA,1.33,ASTM D792,NA,19251,1.33,PP
15739,NA,NA,0.92,ASTM D792,NA,19252,0.92,Thermoplastic Elastomers
15740,NA,NA,1.15,ISO 1183,NA,19253,1.15,Thermoplastic Elastomers
15741,NA,NA,1.36,ASTM D792A,NA,19254,1.36,Phenolic
15742,NA,NA,0.89,ASTM D792,NA,19255,0.89,Thermoplastic Elastomers
15743,NA,NA,1.1,NA,NA,19256,1.1,AcrylicCyanoacrylate Adhesive
15744,1.16,1.2,NA,ISO R 1183,NA,19257,1.18,Vinyl (PVC)
15745,NA,NA,1.15,ISO 1183,NA,19258,1.15,PMMA
15746,NA,NA,1.53,ASTM D792,NA,19259,1.53,Polysulfone
15747,NA,NA,1.53,ASTM D792,NA,19259,1.53,PC
15748,NA,NA,1,NA,NA,19260,1,Rubber or Thermoset Elastomer
15749,NA,NA,1.42,ISO 1183,NA,19261,1.42,Polybutylene Terephthalate
15750,NA,NA,1.42,ISO 1183,NA,19263,1.42,Nylon 66
15751,NA,NA,1.4,ISO 1183,NA,19264,1.4,Polyphthalamide (PPA)
15752,NA,NA,1.19,ISO 1183,NA,19267,1.19,Nylon 66
15753,NA,NA,0.941,NA,NA,19268,0.941,Ethylene Vinyl Acetate
15754,NA,NA,1.27,ASTM D792,NA,19271,1.27,PC
15755,NA,NA,1.04,ASTM D792,NA,19272,1.04,Polystyrene
15756,NA,NA,1.77,ASTM D792,NA,19273,1.77,PVDF
15757,NA,NA,1.09,ASTM D792,NA,19274,1.09,Thermoplastic Elastomers
15758,NA,NA,0.921,ASTM-D792,NA,19275,0.921,LLDPE
15759,NA,NA,1.49,ASTM D 792,NA,19276,1.49,Nylon 66
15760,NA,NA,1.19,ASTM D792,DIN 53479,19277,1.19,Nylon 6
15761,NA,NA,1.13,"ASTM D1505, ISO 1183",NA,19278,1.13,PP
15762,NA,NA,1.46,ISO 1183,NA,19279,1.46,Nylon 6
15763,NA,NA,2.27,ASTM D792,NA,19280,2.27,PTFE
15764,NA,NA,1.06,ASTM D792,NA,19281,1.06,Nylon 6
15765,NA,NA,1.13,ASTM D792,NA,19283,1.13,PP
15766,NA,NA,1.32,NA,NA,19284,1.32,Polyphthalamide (PPA)
15767,NA,NA,1.3,ASTM D792,NA,19285,1.3,PC
15768,NA,NA,1.07,ASTM D792,NA,19286,1.07,PP
15769,NA,NA,1.34,NA,NA,19288,1.34,Vinyl (PVC)
15770,NA,NA,0.89,ISO 1183,NA,19289,0.89,Thermoplastic Elastomers
15771,NA,NA,1.6,NA,NA,19290,1.6,Thermoplastic Elastomers
15772,NA,NA,2.14,NA,NA,19291,2.14,AcrylicCyanoacrylate Adhesive
15773,NA,NA,1.24,ISO 1183,NA,19292,1.24,Nylon 66
15774,2.13,2.16,NA,NA,NA,19293,2.145,PTFE
15775,NA,NA,1.43,ASTM D792,NA,19294,1.43,Polyetheretherketone
15776,NA,NA,1.18,ASTM D792,NA,19295,1.18,ABS
15777,NA,NA,1.93,NA,NA,19296,1.93,Thermoset Polyester
15778,NA,NA,1.06,ISO 1183,NA,19297,1.06,Thermoplastic Polyurethane
15779,NA,NA,1.19,NA,NA,19298,1.19,Rubber or Thermoset Elastomer
15780,1.29,1.33,NA,ASTM D792,NA,19299,1.31,Polybutylene Terephthalate
15781,NA,NA,1.22,ASTM D792,NA,19300,1.22,PP
15782,NA,NA,0.945,ASTM D792,NA,19301,0.945,HDPE
15783,NA,NA,0.03,NA,NA,19302,0.03,Aramid
15784,NA,NA,0.03,NA,NA,19302,0.03,Phenolic
15785,NA,NA,1.58,ASTM D792,NA,19303,1.58,Nylon 6
15786,NA,NA,1.27,ASTM D792,NA,19305,1.27,Vinyl (PVC)
15787,NA,NA,1.26,ASTM D792,NA,19306,1.26,PC
15788,NA,NA,0.92,ASTM D792,NA,19307,0.92,PP
15789,NA,NA,1.04,ASTM D792,NA,19308,1.04,Polystyrene
15790,NA,NA,0.93,ISO 2781,NA,19310,0.93,Rubber or Thermoset Elastomer
15791,NA,NA,1.24,ISO 1183,NA,19311,1.24,Nylon 66
15792,NA,NA,1.41,ASTM D792,NA,19312,1.41,Acetal
15793,NA,NA,1.05,ASTM D792,NA,19313,1.05,ABS
15794,NA,NA,1.14,ASTM D792,NA,19315,1.14,Nylon 6
15795,NA,NA,0.918,NA,NA,19317,0.918,LLDPE
15796,NA,NA,1.35,ASTM D792,NA,19319,1.35,Vinyl (PVC)
15797,NA,NA,0.97,ASTM D792,NA,19320,0.97,Thermoplastic Elastomers
15798,NA,NA,1.36,NA,NA,19321,1.36,Nylon 66
15799,NA,NA,1.2,ASTM D792,NA,19322,1.2,Vinyl (PVC)
15800,NA,NA,1.2,ASTM D792,NA,19322,1.2,Thermoplastic Elastomers
15801,NA,NA,1.16,ASTM D792,NA,19323,1.16,ABS
15802,NA,NA,1.21,ASTM D792-91,NA,19324,1.21,ABS
15803,NA,NA,1.28,NA,NA,19325,1.28,Thermoplastic Elastomers
15804,NA,NA,1.27,ISO 1183,NA,19326,1.27,Nylon 66
15805,NA,NA,1.35,ASTM D792,NA,19327,1.35,"Polyimide, Thermoplastic"
15806,NA,NA,0.931,ASTM D1505,NA,19329,0.931,LDPE
15807,NA,NA,1.19,ASTM D792,NA,19331,1.19,Thermoplastic Polyurethane
15808,NA,NA,1.19,ASTM D792,NA,19331,1.19,Thermoplastic Elastomers
15809,NA,NA,1.49,ISO 1183,NA,19332,1.49,PP
15810,NA,NA,1.2,ASTM D792,NA,19333,1.2,ABS
